region,hdgc,dgc,lat,lon,n_collections,HDS_richness,mean_QDS_richness
SWAFR,E119S28B,E119S28,-28.25,119.75,NA,NA,NA
SWAFR,E119S27D,E119S27,-27.75,119.75,NA,NA,NA
SWAFR,E119S27B,E119S27,-27.25,119.75,NA,NA,NA
SWAFR,E119S26D,E119S26,-26.75,119.75,NA,NA,NA
SWAFR,E119S26B,E119S26,-26.25,119.75,NA,NA,NA
SWAFR,E119S25D,E119S25,-25.75,119.75,NA,NA,NA
SWAFR,E119S25B,E119S25,-25.25,119.75,NA,NA,NA
SWAFR,E120S35C,E120S35,-35.75,120.25,NA,NA,NA
SWAFR,E120S35A,E120S35,-35.25,120.25,NA,NA,NA
SWAFR,E120S34C,E120S34,-34.75,120.25,NA,NA,NA
SWAFR,E120S34A,E120S34,-34.25,120.25,NA,NA,NA
SWAFR,E120S31C,E120S31,-31.75,120.25,NA,NA,NA
SWAFR,E120S31A,E120S31,-31.25,120.25,NA,NA,NA
SWAFR,E120S30C,E120S30,-30.75,120.25,NA,NA,NA
SWAFR,E120S30A,E120S30,-30.25,120.25,NA,NA,NA
SWAFR,E120S29C,E120S29,-29.75,120.25,NA,NA,NA
SWAFR,E120S29A,E120S29,-29.25,120.25,NA,NA,NA
SWAFR,E120S28C,E120S28,-28.75,120.25,NA,NA,NA
SWAFR,E120S28A,E120S28,-28.25,120.25,NA,NA,NA
SWAFR,E120S27C,E120S27,-27.75,120.25,NA,NA,NA
SWAFR,E120S27A,E120S27,-27.25,120.25,NA,NA,NA
SWAFR,E120S26C,E120S26,-26.75,120.25,NA,NA,NA
SWAFR,E120S26A,E120S26,-26.25,120.25,NA,NA,NA
SWAFR,E120S25C,E120S25,-25.75,120.25,NA,NA,NA
SWAFR,E120S25A,E120S25,-25.25,120.25,NA,NA,NA
SWAFR,E120S35D,E120S35,-35.75,120.75,NA,NA,NA
SWAFR,E120S35B,E120S35,-35.25,120.75,NA,NA,NA
SWAFR,E120S34D,E120S34,-34.75,120.75,NA,NA,NA
SWAFR,E120S34B,E120S34,-34.25,120.75,NA,NA,NA
SWAFR,E120S32B,E120S32,-32.25,120.75,NA,NA,NA
SWAFR,E120S31D,E120S31,-31.75,120.75,NA,NA,NA
SWAFR,E120S31B,E120S31,-31.25,120.75,NA,NA,NA
SWAFR,E120S30D,E120S30,-30.75,120.75,NA,NA,NA
SWAFR,E120S30B,E120S30,-30.25,120.75,NA,NA,NA
SWAFR,E120S29D,E120S29,-29.75,120.75,NA,NA,NA
SWAFR,E120S29B,E120S29,-29.25,120.75,NA,NA,NA
SWAFR,E120S28D,E120S28,-28.75,120.75,NA,NA,NA
SWAFR,E120S28B,E120S28,-28.25,120.75,NA,NA,NA
SWAFR,E120S27D,E120S27,-27.75,120.75,NA,NA,NA
SWAFR,E120S27B,E120S27,-27.25,120.75,NA,NA,NA
SWAFR,E120S26D,E120S26,-26.75,120.75,NA,NA,NA
SWAFR,E120S26B,E120S26,-26.25,120.75,NA,NA,NA
SWAFR,E120S25D,E120S25,-25.75,120.75,NA,NA,NA
SWAFR,E120S25B,E120S25,-25.25,120.75,NA,NA,NA
SWAFR,E121S35C,E121S35,-35.75,121.25,NA,NA,NA
SWAFR,E121S35A,E121S35,-35.25,121.25,NA,NA,NA
SWAFR,E121S34C,E121S34,-34.75,121.25,NA,NA,NA
SWAFR,E121S34A,E121S34,-34.25,121.25,NA,NA,NA
SWAFR,E121S32A,E121S32,-32.25,121.25,NA,NA,NA
SWAFR,E121S31C,E121S31,-31.75,121.25,NA,NA,NA
SWAFR,E121S31A,E121S31,-31.25,121.25,NA,NA,NA
SWAFR,E121S30C,E121S30,-30.75,121.25,NA,NA,NA
SWAFR,E121S30A,E121S30,-30.25,121.25,NA,NA,NA
SWAFR,E121S29C,E121S29,-29.75,121.25,NA,NA,NA
SWAFR,E121S29A,E121S29,-29.25,121.25,NA,NA,NA
SWAFR,E121S28C,E121S28,-28.75,121.25,NA,NA,NA
SWAFR,E121S28A,E121S28,-28.25,121.25,NA,NA,NA
SWAFR,E121S27C,E121S27,-27.75,121.25,NA,NA,NA
SWAFR,E121S27A,E121S27,-27.25,121.25,NA,NA,NA
SWAFR,E121S26C,E121S26,-26.75,121.25,NA,NA,NA
SWAFR,E121S26A,E121S26,-26.25,121.25,NA,NA,NA
SWAFR,E121S25C,E121S25,-25.75,121.25,NA,NA,NA
SWAFR,E121S25A,E121S25,-25.25,121.25,NA,NA,NA
SWAFR,E121S35D,E121S35,-35.75,121.75,NA,NA,NA
SWAFR,E121S35B,E121S35,-35.25,121.75,NA,NA,NA
SWAFR,E121S34D,E121S34,-34.75,121.75,NA,NA,NA
SWAFR,E121S34B,E121S34,-34.25,121.75,NA,NA,NA
SWAFR,E121S32B,E121S32,-32.25,121.75,NA,NA,NA
SWAFR,E121S31D,E121S31,-31.75,121.75,NA,NA,NA
SWAFR,E121S31B,E121S31,-31.25,121.75,NA,NA,NA
SWAFR,E121S30D,E121S30,-30.75,121.75,NA,NA,NA
SWAFR,E121S30B,E121S30,-30.25,121.75,NA,NA,NA
SWAFR,E121S29D,E121S29,-29.75,121.75,NA,NA,NA
SWAFR,E121S29B,E121S29,-29.25,121.75,NA,NA,NA
SWAFR,E121S28D,E121S28,-28.75,121.75,NA,NA,NA
SWAFR,E121S28B,E121S28,-28.25,121.75,NA,NA,NA
SWAFR,E121S27D,E121S27,-27.75,121.75,NA,NA,NA
SWAFR,E121S27B,E121S27,-27.25,121.75,NA,NA,NA
SWAFR,E121S26D,E121S26,-26.75,121.75,NA,NA,NA
SWAFR,E121S26B,E121S26,-26.25,121.75,NA,NA,NA
SWAFR,E121S25D,E121S25,-25.75,121.75,NA,NA,NA
SWAFR,E121S25B,E121S25,-25.25,121.75,NA,NA,NA
SWAFR,E122S35C,E122S35,-35.75,122.25,NA,NA,NA
SWAFR,E122S35A,E122S35,-35.25,122.25,NA,NA,NA
SWAFR,E122S34C,E122S34,-34.75,122.25,NA,NA,NA
SWAFR,E122S34A,E122S34,-34.25,122.25,NA,NA,NA
SWAFR,E122S32A,E122S32,-32.25,122.25,NA,NA,NA
SWAFR,E122S31C,E122S31,-31.75,122.25,NA,NA,NA
SWAFR,E122S31A,E122S31,-31.25,122.25,NA,NA,NA
SWAFR,E122S30C,E122S30,-30.75,122.25,NA,NA,NA
SWAFR,E122S30A,E122S30,-30.25,122.25,NA,NA,NA
SWAFR,E122S29C,E122S29,-29.75,122.25,NA,NA,NA
SWAFR,E122S29A,E122S29,-29.25,122.25,NA,NA,NA
SWAFR,E122S28C,E122S28,-28.75,122.25,NA,NA,NA
SWAFR,E122S28A,E122S28,-28.25,122.25,NA,NA,NA
SWAFR,E122S27C,E122S27,-27.75,122.25,NA,NA,NA
SWAFR,E122S27A,E122S27,-27.25,122.25,NA,NA,NA
SWAFR,E122S26C,E122S26,-26.75,122.25,NA,NA,NA
SWAFR,E122S26A,E122S26,-26.25,122.25,NA,NA,NA
SWAFR,E122S25C,E122S25,-25.75,122.25,NA,NA,NA
SWAFR,E122S25A,E122S25,-25.25,122.25,NA,NA,NA
SWAFR,E122S35D,E122S35,-35.75,122.75,NA,NA,NA
SWAFR,E122S35B,E122S35,-35.25,122.75,NA,NA,NA
SWAFR,E122S34D,E122S34,-34.75,122.75,NA,NA,NA
SWAFR,E122S34B,E122S34,-34.25,122.75,NA,NA,NA
SWAFR,E122S32B,E122S32,-32.25,122.75,NA,NA,NA
SWAFR,E122S31D,E122S31,-31.75,122.75,NA,NA,NA
SWAFR,E122S31B,E122S31,-31.25,122.75,NA,NA,NA
SWAFR,E122S30D,E122S30,-30.75,122.75,NA,NA,NA
SWAFR,E122S30B,E122S30,-30.25,122.75,NA,NA,NA
SWAFR,E122S29D,E122S29,-29.75,122.75,NA,NA,NA
SWAFR,E122S29B,E122S29,-29.25,122.75,NA,NA,NA
SWAFR,E122S28D,E122S28,-28.75,122.75,NA,NA,NA
SWAFR,E122S28B,E122S28,-28.25,122.75,NA,NA,NA
SWAFR,E122S27D,E122S27,-27.75,122.75,NA,NA,NA
SWAFR,E122S27B,E122S27,-27.25,122.75,NA,NA,NA
SWAFR,E122S26D,E122S26,-26.75,122.75,NA,NA,NA
SWAFR,E122S26B,E122S26,-26.25,122.75,NA,NA,NA
SWAFR,E122S25D,E122S25,-25.75,122.75,NA,NA,NA
SWAFR,E122S25B,E122S25,-25.25,122.75,NA,NA,NA
SWAFR,E123S35C,E123S35,-35.75,123.25,NA,NA,NA
SWAFR,E123S35A,E123S35,-35.25,123.25,NA,NA,NA
SWAFR,E123S34C,E123S34,-34.75,123.25,NA,NA,NA
SWAFR,E123S34A,E123S34,-34.25,123.25,NA,NA,NA
SWAFR,E123S32A,E123S32,-32.25,123.25,NA,NA,NA
SWAFR,E123S31C,E123S31,-31.75,123.25,NA,NA,NA
SWAFR,E123S31A,E123S31,-31.25,123.25,NA,NA,NA
SWAFR,E123S30C,E123S30,-30.75,123.25,NA,NA,NA
SWAFR,E123S30A,E123S30,-30.25,123.25,NA,NA,NA
SWAFR,E123S29C,E123S29,-29.75,123.25,NA,NA,NA
SWAFR,E123S29A,E123S29,-29.25,123.25,NA,NA,NA
SWAFR,E123S28C,E123S28,-28.75,123.25,NA,NA,NA
SWAFR,E123S28A,E123S28,-28.25,123.25,NA,NA,NA
SWAFR,E123S27C,E123S27,-27.75,123.25,NA,NA,NA
SWAFR,E123S27A,E123S27,-27.25,123.25,NA,NA,NA
SWAFR,E123S26C,E123S26,-26.75,123.25,NA,NA,NA
SWAFR,E123S26A,E123S26,-26.25,123.25,NA,NA,NA
SWAFR,E123S25C,E123S25,-25.75,123.25,NA,NA,NA
SWAFR,E123S25A,E123S25,-25.25,123.25,NA,NA,NA
SWAFR,E123S35D,E123S35,-35.75,123.75,NA,NA,NA
SWAFR,E123S35B,E123S35,-35.25,123.75,NA,NA,NA
SWAFR,E123S34D,E123S34,-34.75,123.75,NA,NA,NA
SWAFR,E123S34B,E123S34,-34.25,123.75,NA,NA,NA
SWAFR,E123S33D,E123S33,-33.75,123.75,NA,NA,NA
SWAFR,E123S32D,E123S32,-32.75,123.75,NA,NA,NA
SWAFR,E123S32B,E123S32,-32.25,123.75,NA,NA,NA
SWAFR,E123S31D,E123S31,-31.75,123.75,NA,NA,NA
SWAFR,E123S31B,E123S31,-31.25,123.75,NA,NA,NA
SWAFR,E123S30D,E123S30,-30.75,123.75,NA,NA,NA
SWAFR,E123S30B,E123S30,-30.25,123.75,NA,NA,NA
SWAFR,E123S29D,E123S29,-29.75,123.75,NA,NA,NA
SWAFR,E123S29B,E123S29,-29.25,123.75,NA,NA,NA
SWAFR,E123S28D,E123S28,-28.75,123.75,NA,NA,NA
SWAFR,E123S28B,E123S28,-28.25,123.75,NA,NA,NA
SWAFR,E123S27D,E123S27,-27.75,123.75,NA,NA,NA
SWAFR,E123S27B,E123S27,-27.25,123.75,NA,NA,NA
SWAFR,E123S26D,E123S26,-26.75,123.75,NA,NA,NA
SWAFR,E123S26B,E123S26,-26.25,123.75,NA,NA,NA
SWAFR,E123S25D,E123S25,-25.75,123.75,NA,NA,NA
SWAFR,E123S25B,E123S25,-25.25,123.75,NA,NA,NA
SWAFR,E124S35C,E124S35,-35.75,124.25,NA,NA,NA
SWAFR,E124S35A,E124S35,-35.25,124.25,NA,NA,NA
SWAFR,E124S34C,E124S34,-34.75,124.25,NA,NA,NA
SWAFR,E124S34A,E124S34,-34.25,124.25,NA,NA,NA
SWAFR,E124S33C,E124S33,-33.75,124.25,NA,NA,NA
SWAFR,E124S33A,E124S33,-33.25,124.25,NA,NA,NA
SWAFR,E124S32C,E124S32,-32.75,124.25,NA,NA,NA
SWAFR,E124S32A,E124S32,-32.25,124.25,NA,NA,NA
SWAFR,E124S31C,E124S31,-31.75,124.25,NA,NA,NA
SWAFR,E124S31A,E124S31,-31.25,124.25,NA,NA,NA
SWAFR,E124S30C,E124S30,-30.75,124.25,NA,NA,NA
SWAFR,E124S30A,E124S30,-30.25,124.25,NA,NA,NA
SWAFR,E124S29C,E124S29,-29.75,124.25,NA,NA,NA
SWAFR,E124S29A,E124S29,-29.25,124.25,NA,NA,NA
SWAFR,E124S28C,E124S28,-28.75,124.25,NA,NA,NA
SWAFR,E124S28A,E124S28,-28.25,124.25,NA,NA,NA
SWAFR,E124S27C,E124S27,-27.75,124.25,NA,NA,NA
SWAFR,E124S27A,E124S27,-27.25,124.25,NA,NA,NA
SWAFR,E124S26C,E124S26,-26.75,124.25,NA,NA,NA
SWAFR,E124S26A,E124S26,-26.25,124.25,NA,NA,NA
SWAFR,E124S25C,E124S25,-25.75,124.25,NA,NA,NA
SWAFR,E124S25A,E124S25,-25.25,124.25,NA,NA,NA
SWAFR,E124S35D,E124S35,-35.75,124.75,NA,NA,NA
SWAFR,E124S35B,E124S35,-35.25,124.75,NA,NA,NA
SWAFR,E124S34D,E124S34,-34.75,124.75,NA,NA,NA
SWAFR,E124S34B,E124S34,-34.25,124.75,NA,NA,NA
SWAFR,E124S33D,E124S33,-33.75,124.75,NA,NA,NA
SWAFR,E124S33B,E124S33,-33.25,124.75,NA,NA,NA
SWAFR,E124S32B,E124S32,-32.25,124.75,NA,NA,NA
SWAFR,E124S31D,E124S31,-31.75,124.75,NA,NA,NA
SWAFR,E124S31B,E124S31,-31.25,124.75,NA,NA,NA
SWAFR,E124S30D,E124S30,-30.75,124.75,NA,NA,NA
SWAFR,E124S30B,E124S30,-30.25,124.75,NA,NA,NA
SWAFR,E124S29D,E124S29,-29.75,124.75,NA,NA,NA
SWAFR,E124S29B,E124S29,-29.25,124.75,NA,NA,NA
SWAFR,E124S28D,E124S28,-28.75,124.75,NA,NA,NA
SWAFR,E124S28B,E124S28,-28.25,124.75,NA,NA,NA
SWAFR,E124S27D,E124S27,-27.75,124.75,NA,NA,NA
SWAFR,E124S27B,E124S27,-27.25,124.75,NA,NA,NA
SWAFR,E124S26D,E124S26,-26.75,124.75,NA,NA,NA
SWAFR,E124S26B,E124S26,-26.25,124.75,NA,NA,NA
SWAFR,E124S25D,E124S25,-25.75,124.75,NA,NA,NA
SWAFR,E124S25B,E124S25,-25.25,124.75,NA,NA,NA
SWAFR,E125S35C,E125S35,-35.75,125.25,NA,NA,NA
SWAFR,E125S35A,E125S35,-35.25,125.25,NA,NA,NA
SWAFR,E125S34C,E125S34,-34.75,125.25,NA,NA,NA
SWAFR,E125S34A,E125S34,-34.25,125.25,NA,NA,NA
SWAFR,E125S33C,E125S33,-33.75,125.25,NA,NA,NA
SWAFR,E125S33A,E125S33,-33.25,125.25,NA,NA,NA
SWAFR,E125S32C,E125S32,-32.75,125.25,NA,NA,NA
SWAFR,E125S32A,E125S32,-32.25,125.25,NA,NA,NA
SWAFR,E125S31C,E125S31,-31.75,125.25,NA,NA,NA
SWAFR,E125S31A,E125S31,-31.25,125.25,NA,NA,NA
SWAFR,E125S30C,E125S30,-30.75,125.25,NA,NA,NA
SWAFR,E125S30A,E125S30,-30.25,125.25,NA,NA,NA
SWAFR,E125S29C,E125S29,-29.75,125.25,NA,NA,NA
SWAFR,E125S29A,E125S29,-29.25,125.25,NA,NA,NA
SWAFR,E125S28C,E125S28,-28.75,125.25,NA,NA,NA
SWAFR,E125S28A,E125S28,-28.25,125.25,NA,NA,NA
SWAFR,E125S27C,E125S27,-27.75,125.25,NA,NA,NA
SWAFR,E125S27A,E125S27,-27.25,125.25,NA,NA,NA
SWAFR,E125S26C,E125S26,-26.75,125.25,NA,NA,NA
SWAFR,E125S26A,E125S26,-26.25,125.25,NA,NA,NA
SWAFR,E125S25C,E125S25,-25.75,125.25,NA,NA,NA
SWAFR,E125S25A,E125S25,-25.25,125.25,NA,NA,NA
SWAFR,E125S35D,E125S35,-35.75,125.75,NA,NA,NA
SWAFR,E125S35B,E125S35,-35.25,125.75,NA,NA,NA
SWAFR,E125S34D,E125S34,-34.75,125.75,NA,NA,NA
SWAFR,E125S34B,E125S34,-34.25,125.75,NA,NA,NA
SWAFR,E125S33D,E125S33,-33.75,125.75,NA,NA,NA
SWAFR,E125S33B,E125S33,-33.25,125.75,NA,NA,NA
SWAFR,E125S32D,E125S32,-32.75,125.75,NA,NA,NA
SWAFR,E125S32B,E125S32,-32.25,125.75,NA,NA,NA
SWAFR,E125S31D,E125S31,-31.75,125.75,NA,NA,NA
SWAFR,E125S31B,E125S31,-31.25,125.75,NA,NA,NA
SWAFR,E125S30D,E125S30,-30.75,125.75,NA,NA,NA
SWAFR,E125S30B,E125S30,-30.25,125.75,NA,NA,NA
SWAFR,E125S29D,E125S29,-29.75,125.75,NA,NA,NA
SWAFR,E125S29B,E125S29,-29.25,125.75,NA,NA,NA
SWAFR,E125S28D,E125S28,-28.75,125.75,NA,NA,NA
SWAFR,E125S28B,E125S28,-28.25,125.75,NA,NA,NA
SWAFR,E125S27D,E125S27,-27.75,125.75,NA,NA,NA
SWAFR,E125S27B,E125S27,-27.25,125.75,NA,NA,NA
SWAFR,E125S26D,E125S26,-26.75,125.75,NA,NA,NA
SWAFR,E125S26B,E125S26,-26.25,125.75,NA,NA,NA
SWAFR,E125S25D,E125S25,-25.75,125.75,NA,NA,NA
SWAFR,E125S25B,E125S25,-25.25,125.75,NA,NA,NA
SWAFR,E126S35C,E126S35,-35.75,126.25,NA,NA,NA
SWAFR,E126S35A,E126S35,-35.25,126.25,NA,NA,NA
SWAFR,E126S34C,E126S34,-34.75,126.25,NA,NA,NA
SWAFR,E126S34A,E126S34,-34.25,126.25,NA,NA,NA
SWAFR,E126S33C,E126S33,-33.75,126.25,NA,NA,NA
SWAFR,E126S33A,E126S33,-33.25,126.25,NA,NA,NA
SWAFR,E126S32C,E126S32,-32.75,126.25,NA,NA,NA
SWAFR,E126S32A,E126S32,-32.25,126.25,NA,NA,NA
SWAFR,E126S31C,E126S31,-31.75,126.25,NA,NA,NA
SWAFR,E126S31A,E126S31,-31.25,126.25,NA,NA,NA
SWAFR,E126S30C,E126S30,-30.75,126.25,NA,NA,NA
SWAFR,E126S30A,E126S30,-30.25,126.25,NA,NA,NA
SWAFR,E126S29C,E126S29,-29.75,126.25,NA,NA,NA
SWAFR,E126S29A,E126S29,-29.25,126.25,NA,NA,NA
SWAFR,E126S28C,E126S28,-28.75,126.25,NA,NA,NA
SWAFR,E126S28A,E126S28,-28.25,126.25,NA,NA,NA
SWAFR,E126S27C,E126S27,-27.75,126.25,NA,NA,NA
SWAFR,E126S27A,E126S27,-27.25,126.25,NA,NA,NA
SWAFR,E126S26C,E126S26,-26.75,126.25,NA,NA,NA
SWAFR,E126S26A,E126S26,-26.25,126.25,NA,NA,NA
SWAFR,E126S25C,E126S25,-25.75,126.25,NA,NA,NA
SWAFR,E126S25A,E126S25,-25.25,126.25,NA,NA,NA
SWAFR,E126S35D,E126S35,-35.75,126.75,NA,NA,NA
SWAFR,E126S35B,E126S35,-35.25,126.75,NA,NA,NA
SWAFR,E126S34D,E126S34,-34.75,126.75,NA,NA,NA
SWAFR,E126S34B,E126S34,-34.25,126.75,NA,NA,NA
SWAFR,E126S33D,E126S33,-33.75,126.75,NA,NA,NA
SWAFR,E126S33B,E126S33,-33.25,126.75,NA,NA,NA
SWAFR,E126S32D,E126S32,-32.75,126.75,NA,NA,NA
SWAFR,E126S32B,E126S32,-32.25,126.75,NA,NA,NA
SWAFR,E126S31D,E126S31,-31.75,126.75,NA,NA,NA
SWAFR,E126S31B,E126S31,-31.25,126.75,NA,NA,NA
SWAFR,E126S30D,E126S30,-30.75,126.75,NA,NA,NA
SWAFR,E126S30B,E126S30,-30.25,126.75,NA,NA,NA
SWAFR,E126S29D,E126S29,-29.75,126.75,NA,NA,NA
SWAFR,E126S29B,E126S29,-29.25,126.75,NA,NA,NA
SWAFR,E126S28D,E126S28,-28.75,126.75,NA,NA,NA
SWAFR,E126S28B,E126S28,-28.25,126.75,NA,NA,NA
SWAFR,E126S27D,E126S27,-27.75,126.75,NA,NA,NA
SWAFR,E126S27B,E126S27,-27.25,126.75,NA,NA,NA
SWAFR,E126S26D,E126S26,-26.75,126.75,NA,NA,NA
SWAFR,E126S26B,E126S26,-26.25,126.75,NA,NA,NA
SWAFR,E126S25D,E126S25,-25.75,126.75,NA,NA,NA
SWAFR,E126S25B,E126S25,-25.25,126.75,NA,NA,NA
